"Title";"Type";"Rootfolder";"LibraryName";"Language";"Fallback";"TextTruncated";"Download Source";"Fav Provider Link"
"Holes";"Movie";"13. Movies - Disney";"Movies";"Textless";"false";"false";"https://image.tmdb.org/t/p/original/6gQXys7cmJkK6KLzGcLzeMdNg8Y.jpg";"https://www.themoviedb.org/movie/8326/images/posters"
"The Holiday";"Movie";"3. Movies - Holiday";"Movies";"Textless";"false";"false";"https://image.tmdb.org/t/p/original/886l4RIN7pNsgisv7vxQa4M249m.jpg";"https://www.themoviedb.org/movie/1581/images/posters"
"Home Alone";"Movie";"3. Movies - Holiday";"Movies";"Textless";"false";"false";"https://image.tmdb.org/t/p/original/wY9AD6p3AsyPR8sQqL9YW3RHI2L.jpg";"https://www.themoviedb.org/movie/771/images/posters"
"Home Alone 2: Lost in New York";"Movie";"3. Movies - Holiday";"Movies";"Textless";"false";"false";"https://image.tmdb.org/t/p/original/9S2w5g0tfyCWotItHL7uw4HQrHe.jpg";"https://www.themoviedb.org/movie/772/images/posters"
"Home Alone 3";"Movie";"3. Movies - Holiday";"Movies";"Textless";"false";"false";"https://image.tmdb.org/t/p/original/5o89U7d4chbZqRVFOemnSvNM8BF.jpg";"https://www.themoviedb.org/movie/9714/images/posters"
"Home Alone 4: Taking Back the House";"Movie";"Home Alone 4 (2002)";"Movies";"Textless";"false";"false";"https://image.tmdb.org/t/p/original/uVDfeq7XKvocZAtI5rxg8nVBdth.jpg";"https://www.themoviedb.org/movie/12536/images/posters"
"Home on the Range";"Movie";"13. Movies - Disney";"Movies";"Textless";"false";"false";"https://image.tmdb.org/t/p/original/gEXN9kSOBWvFSkeImTCqPfi3kwM.jpg";"https://www.themoviedb.org/movie/13700/images/posters"
"Home Sweet Home Alone";"Movie";"Home Sweet Home Alone (2021)";"Movies";"Textless";"false";"false";"https://image.tmdb.org/t/p/original/6ss4HA0M1u89aurB3xA9JsrLOg.jpg";"https://www.themoviedb.org/movie/654974/images/posters"
"Hot Fuzz";"Movie";"Hot Fuzz (2007)";"Movies";"Textless";"false";"false";"https://image.tmdb.org/t/p/original/70EVdP9LBZUD5a3HPbNlNrIeEco.jpg";"https://www.themoviedb.org/movie/4638/images/posters"
"Hot Tub Time Machine";"Movie";"Hot Tub Time Machine (2010)";"Movies";"Textless";"false";"false";"https://image.tmdb.org/t/p/original/fbXRnnVCNGLREVqnjEmGI7Cpn9v.jpg";"https://www.themoviedb.org/movie/23048/images/posters"
"Hotel Transylvania";"Movie";"1. Movies - Animated";"Movies";"Textless";"false";"false";"https://image.tmdb.org/t/p/original/lPpM9c7CyblV3DoxDZSe3LjgwnJ.jpg";"https://www.themoviedb.org/movie/76492/images/posters"
"Hotel Transylvania 2";"Movie";"1. Movies - Animated";"Movies";"Textless";"false";"false";"https://image.tmdb.org/t/p/original/a7nSap4MVrPHJzzJ7MO7Vd7Lgz.jpg";"https://www.themoviedb.org/movie/159824/images/posters"
"Hotel Transylvania 3: Summer Vacation";"Movie";"1. Movies - Animated";"Movies";"Textless";"false";"false";"https://image.tmdb.org/t/p/original/btz8eXve9xuwViAND8C2dawwbf6.jpg";"https://www.themoviedb.org/movie/400155/images/posters"
