"Title";"Type";"Rootfolder";"LibraryName";"Language";"Fallback";"TextTruncated";"Download Source";"Fav Provider Link"
"Furious 7";"Movie";"The Fast and The Furious";"Test Movie Collection";"Textless";"false";"false";"https://image.tmdb.org/t/p/original/jcT6WKHipgMOxRTT90b6dEWhTrQ.jpg";"https://www.themoviedb.org/movie/168259/images/posters"
"Green Lantern: Beware My Power";"Movie";"Green Lantern Beware My Power (2022)";"Test Movie Collection";"Textless";"false";"false";"https://image.tmdb.org/t/p/original/wqFJJ8DPE2UAWkAebaMMjzXIbz9.jpg";"https://www.themoviedb.org/movie/887357/images/posters"
"Guardians of the Galaxy";"Movie";"Guardians of the Galaxy (2014)";"Test Movie Collection";"Textless";"false";"false";"https://image.tmdb.org/t/p/original/8HpwH3Ls5RCyUmlSI3v3TWxdwyF.jpg";"https://www.themoviedb.org/movie/118340/images/posters"
"The Guardians of the Galaxy Holiday Special";"Movie";"The Guardians of the Galaxy Holiday Special (2022)";"Test Movie Collection";"Textless";"false";"false";"https://image.tmdb.org/t/p/original/h7QedDYnS5osl0Y55nfIvAnpaKL.jpg";"https://www.themoviedb.org/movie/774752/images/posters"
"Inside Out 2";"Movie";"Inside Out 2 (2024)";"Test Movie Collection";"Textless";"false";"false";"https://image.tmdb.org/t/p/original/orsGQt5rn7Uznc5Sn5uH5IzXqZN.jpg";"https://www.themoviedb.org/movie/1022789/images/posters"
"Joker: Folie à Deux";"Movie";"Joker Folie à Deux (2024)";"Test Movie Collection";"Textless";"false";"false";"https://image.tmdb.org/t/p/original/hrO0KyaI0nrcMVfewt0eNmrPAfE.jpg";"https://www.themoviedb.org/movie/889737/images/posters"
"Son of the Mask";"Movie";"Son of the Mask (2005).mp4";"Test Movie Collection";"Textless";"false";"false";"https://image.tmdb.org/t/p/original/22imPwkvWoDlmq9VGsjJbTw8W1U.jpg";"https://www.themoviedb.org/movie/10214/images/posters"
"Star Wars: Episode V - The Empire Strikes Back";"Movie";"Star Wars Episode V - The Empire Strikes Back (1980) - 4k";"Test Movie Collection";"Textless";"false";"false";"https://image.tmdb.org/t/p/original/ebluYJHkKoYHQ1x0XXlOLWdcqoL.jpg";"https://www.themoviedb.org/movie/1891/images/posters"
"American Horror Story";"Show";"American Horror Story";"TV Shows";"Textless";"false";"false";"https://image.tmdb.org/t/p/original/yPGJnqon8MGeMRWUIalVahKyfBs.jpg";"https://www.themoviedb.org/tv/1413/images/posters"
"American Horror Story | Season07";"Season";"American Horror Story";"TV Shows";"Textless";"false";"false";"https://image.tmdb.org/t/p/original/rj1I29lJyHuVj7BqnyOefYz1xK9.jpg";"https://www.themoviedb.org/tv/1413/season/7/images/posters"
"American Horror Story | Season08";"Season";"American Horror Story";"TV Shows";"Textless";"false";"false";"https://image.tmdb.org/t/p/original/qcPGNQCCbqQq5fuHK9tBXonSoX8.jpg";"https://www.themoviedb.org/tv/1413/season/8/images/posters"
"American Horror Story | Season09";"Season";"American Horror Story";"TV Shows";"Textless";"false";"false";"https://image.tmdb.org/t/p/original/6TgxTq6Joj5CYejAqJoX7iK9Zmp.jpg";"https://www.themoviedb.org/tv/1413/season/9/images/posters"
"Avatar: The Last Airbender (2024)";"Show";"Avatar The Last Airbender (2024)";"TV Shows";"Textless";"false";"false";"https://image.tmdb.org/t/p/original/5diMFKnlh1WyCqpsErLHNDZ8yZp.jpg";"https://www.themoviedb.org/tv/82452/images/posters"
"Avatar: The Last Airbender (2024) | Season01";"Season";"Avatar The Last Airbender (2024)";"TV Shows";"Textless";"false";"false";"https://image.tmdb.org/t/p/original/8UamWuq6UWvRhDeplOODx2goMW5.jpg";"https://www.themoviedb.org/tv/82452/season/1/images/posters"
"Battlestar Galactica: The Resistance";"Show";"BattleStar Galactica";"TV Shows";"Textless";"false";"false";"https://image.tmdb.org/t/p/original/z6I8MV9P8yvXwiDbDSel87XbtLM.jpg";"https://www.themoviedb.org/tv/129631/images/posters"
"The Bear";"Show";"The Bear";"TV Shows";"Textless";"false";"false";"https://image.tmdb.org/t/p/original/bOZFXt0cHCktsmcyecKtFMlmesz.jpg";"https://www.themoviedb.org/tv/136315/images/posters"
"The Bear | Season01";"Season";"The Bear";"TV Shows";"Textless";"false";"false";"https://image.tmdb.org/t/p/original/vRQbnMDJGFVT0XPHtEkk68aw9ia.jpg";"https://www.themoviedb.org/tv/136315/season/1/images/posters"
"The Bear | Season02";"Season";"The Bear";"TV Shows";"Textless";"false";"false";"https://image.tmdb.org/t/p/original/bu99Db7vDhqUjJHdcmXj74j9Gu1.jpg";"https://www.themoviedb.org/tv/136315/season/2/images/posters"
"The Bernie Mac Show";"Show";"Bernie Mac Show";"TV Shows";"en";"true";"false";"https://image.tmdb.org/t/p/original/auTnAsA5USO1901qti1mxbUIVoE.jpg";"https://www.themoviedb.org/tv/1693/images/posters"
"The Bernie Mac Show | Season01";"Season";"Bernie Mac Show";"TV Shows";"Textless";"false";"false";"https://image.tmdb.org/t/p/original/luVi6PPpXJZQK34hAyR8PFScx3D.jpg";"https://www.themoviedb.org/tv/1693/season/1/images/posters"
"The Bernie Mac Show | Season02";"Season";"Bernie Mac Show";"TV Shows";"Textless";"false";"false";"https://image.tmdb.org/t/p/original/2ud6pQKSX4bGxUf5Z0vdLuZfVzZ.jpg";"https://www.themoviedb.org/tv/1693/season/2/images/posters"
"The Bernie Mac Show | Season03";"Season";"Bernie Mac Show";"TV Shows";"Textless";"false";"false";"https://image.tmdb.org/t/p/original/6WjcQhERcjxftmnAKIYsZkLwZMo.jpg";"https://www.themoviedb.org/tv/1693/season/3/images/posters"
"The Bernie Mac Show | Season04";"Season";"Bernie Mac Show";"TV Shows";"Textless";"false";"false";"https://image.tmdb.org/t/p/original/2WtxQ4WYZ4Cly3y9wvW8TTi8CMD.jpg";"https://www.themoviedb.org/tv/1693/season/4/images/posters"
"The Bernie Mac Show | Season05";"Season";"Bernie Mac Show";"TV Shows";"Textless";"false";"false";"https://image.tmdb.org/t/p/original/bLksdxLsI6LwSbWunFLzdhhALYu.jpg";"https://www.themoviedb.org/tv/1693/season/5/images/posters"
"Billions";"Show";"Billions";"TV Shows";"Textless";"false";"false";"https://image.tmdb.org/t/p/original/oHwe2qOyInvfHexlJqOU5CWanpy.jpg";"https://www.themoviedb.org/tv/62852/images/posters"
"Billions | Season01";"Season";"Billions";"TV Shows";"Textless";"false";"false";"https://image.tmdb.org/t/p/original/bHMgk5S5aOQuzFGjcnILDlynmBm.jpg";"https://www.themoviedb.org/tv/62852/season/1/images/posters"
"Billions | Season02";"Season";"Billions";"TV Shows";"Textless";"false";"false";"https://image.tmdb.org/t/p/original/ty17gc3whoMwVxOEAHxAEGqjLi6.jpg";"https://www.themoviedb.org/tv/62852/season/2/images/posters"
"Billions | Season03";"Season";"Billions";"TV Shows";"Textless";"false";"false";"https://image.tmdb.org/t/p/original/jqb4jh7YLgzxFtINHWNoqxQ64r5.jpg";"https://www.themoviedb.org/tv/62852/season/3/images/posters"
"Billions | Season04";"Season";"Billions";"TV Shows";"Textless";"false";"false";"https://image.tmdb.org/t/p/original/46u45p1LD0cs9MqCKALm6UDDcD1.jpg";"https://www.themoviedb.org/tv/62852/season/4/images/posters"
"Blade";"Show";"TV Shows - Marvel";"TV Shows";"Textless";"false";"false";"https://image.tmdb.org/t/p/original/cJvrk0aSs3c20GaYoO5HREOyICx.jpg";"https://www.themoviedb.org/tv/62798/images/posters"
"Blade | Season01";"Season";"TV Shows - Marvel";"TV Shows";"en";"true";"false";"https://image.tmdb.org/t/p/original/ql9YpFD8J1zeWzLMHHjp4nKKD4n.jpg";"https://www.themoviedb.org/tv/62798/season/1/images/posters"
"Caprica";"Show";"BattleStar Galactica";"TV Shows";"Textless";"false";"false";"https://image.tmdb.org/t/p/original/3PVY5z9IIqRtiVSM6kHWHKpmrCM.jpg";"https://www.themoviedb.org/tv/877/images/posters"
"Caprica | Season01";"Season";"BattleStar Galactica";"TV Shows";"en";"true";"false";"https://image.tmdb.org/t/p/original/gwN9beXhh2ov9erJgbqU1l1CIGa.jpg";"https://www.themoviedb.org/tv/877/season/1/images/posters"
"Castlevania: Nocturne";"Show";"Castlevania - Nocturne";"TV Shows";"Textless";"false";"false";"https://image.tmdb.org/t/p/original/6X8vyfMFgic5OyQBX2K3AwXEeu8.jpg";"https://www.themoviedb.org/tv/123548/images/posters"
"Castlevania: Nocturne | Season01";"Season";"Castlevania - Nocturne";"TV Shows";"en";"true";"false";"https://image.tmdb.org/t/p/original/tslJx5LPn2aXX3USGYbh0KbglnB.jpg";"https://www.themoviedb.org/tv/123548/season/1/images/posters"
"Cowboy Bebop (2021)";"Show";"Cowboy Bebop - Netflix - 2021";"TV Shows";"Textless";"false";"false";"https://image.tmdb.org/t/p/original/pDqWGUeT3qw2NpcBJscyXvjv0KC.jpg";"https://www.themoviedb.org/tv/84469/images/posters"
"Cowboy Bebop (2021) | Season01";"Season";"Cowboy Bebop - Netflix - 2021";"TV Shows";"en";"true";"false";"https://image.tmdb.org/t/p/original/zRIIhA8al6tCjmSZRsunuoB2y3C.jpg";"https://www.themoviedb.org/tv/84469/season/1/images/posters"
"Daniel Tiger's Neighborhood";"Show";"TV Shows - Kids";"TV Shows";"en";"true";"false";"https://image.tmdb.org/t/p/original/1nsykcRMGzunNZJnTzIXt1jFOOd.jpg";"https://www.themoviedb.org/tv/40050/images/posters"
"Daniel Tiger's Neighborhood | Season01";"Season";"TV Shows - Kids";"TV Shows";"en";"true";"false";"https://image.tmdb.org/t/p/original/yf4dmwWVP12dmMg1npaFtQLH1TG.jpg";"https://www.themoviedb.org/tv/40050/season/1/images/posters"
"Daniel Tiger's Neighborhood | Season02";"Season";"TV Shows - Kids";"TV Shows";"en";"true";"false";"https://image.tmdb.org/t/p/original/cz0U8QDCSdFNLRLZctiqB2pAkNQ.jpg";"https://www.themoviedb.org/tv/40050/season/2/images/posters"
"Daniel Tiger's Neighborhood | Season03";"Season";"TV Shows - Kids";"TV Shows";"en";"true";"false";"https://image.tmdb.org/t/p/original/lbG0ItkIE2qwON5NXMIJaSs7ga2.jpg";"https://www.themoviedb.org/tv/40050/season/3/images/posters"
"Daniel Tiger's Neighborhood | Season04";"Season";"TV Shows - Kids";"TV Shows";"en";"true";"false";"https://image.tmdb.org/t/p/original/2OzBGLXiHt3NuAIBnYGBbs3SuHI.jpg";"https://www.themoviedb.org/tv/40050/season/4/images/posters"
"Daniel Tiger's Neighborhood | Season05";"Season";"TV Shows - Kids";"TV Shows";"en";"true";"false";"https://image.tmdb.org/t/p/original/axdhsKNpnx2Z4bSopLoFbaaY37U.jpg";"https://www.themoviedb.org/tv/40050/season/5/images/posters"
"Daniel Tiger's Neighborhood | Season06";"Season";"TV Shows - Kids";"TV Shows";"en";"true";"false";"https://image.tmdb.org/t/p/original/37Em7P8Q8Pc35K0Txkn7WX7CLPJ.jpg";"https://www.themoviedb.org/tv/40050/season/6/images/posters"
"Daniel Tiger's Neighborhood | Season07";"Season";"TV Shows - Kids";"TV Shows";"en";"true";"false";"https://artworks.thetvdb.com/banners/v4/season/2141338/posters/66eccbac8d306.jpg";"https://www.themoviedb.org/tv/40050/season/7/images/posters"
"Dark Matter (2024)";"Show";"Dark Matter (2024)";"TV Shows";"Textless";"false";"false";"https://image.tmdb.org/t/p/original/IkHibM2Z928sH6KnTJF1nLaK9J.jpg";"https://www.themoviedb.org/tv/196322/images/posters"
"Dark Matter (2024) | Season01";"Season";"Dark Matter (2024)";"TV Shows";"Textless";"false";"false";"https://image.tmdb.org/t/p/original/IkHibM2Z928sH6KnTJF1nLaK9J.jpg";"https://www.themoviedb.org/tv/196322/season/1/images/posters"
"Digimon: Data Squad";"Show";"TV Shows - Anime";"TV Shows";"Textless";"false";"false";"https://image.tmdb.org/t/p/original/aPwSUmwRPVmAzOZGB59kUBI22XH.jpg";"https://www.themoviedb.org/tv/39980/images/posters"
"Digimon: Data Squad | Season01";"Season";"TV Shows - Anime";"TV Shows";"Textless";"false";"false";"https://image.tmdb.org/t/p/original/dxnpXpsVoWUAya3PJBr2Jn7ILO8.jpg";"https://www.themoviedb.org/tv/39980/season/1/images/posters"
"Doctor Who (2005)";"Show";"Dr. Who";"TV Shows";"Textless";"false";"false";"https://image.tmdb.org/t/p/original/yER8Kn31QdpFjDqkvuiXlHU1Rux.jpg";"https://www.themoviedb.org/tv/57243/images/posters"
"Doctor Who (2005) | Season13";"Season";"Dr. Who";"TV Shows";"Textless";"false";"false";"https://image.tmdb.org/t/p/original/lteIZBbEECqIRwDM4AESeboASlb.jpg";"https://www.themoviedb.org/tv/57243/season/13/images/posters"
"The Exorcist";"Show";"The Exorcist";"TV Shows";"Textless";"false";"false";"https://image.tmdb.org/t/p/original/1cZiip0Y33i9dEEKu74xIho5AJd.jpg";"https://www.themoviedb.org/tv/67135/images/posters"
"The Exorcist | Season01";"Season";"The Exorcist";"TV Shows";"en";"true";"false";"https://image.tmdb.org/t/p/original/sWNVpTSn1jcIKRXFXjDDMsUpCmS.jpg";"https://www.themoviedb.org/tv/67135/season/1/images/posters"
"The Exorcist | Season02";"Season";"The Exorcist";"TV Shows";"en";"true";"false";"https://image.tmdb.org/t/p/original/lpiij77h6NZbGMiOL8Tcaa4B4DW.jpg";"https://www.themoviedb.org/tv/67135/season/2/images/posters"
"Fallout";"Show";"Fallout";"TV Shows";"Textless";"false";"false";"https://image.tmdb.org/t/p/original/7TBfMjYvAuSVHw1B7E5GZT3I4GG.jpg";"https://www.themoviedb.org/tv/106379/images/posters"
"Fallout | Season01";"Season";"Fallout";"TV Shows";"Textless";"false";"false";"https://image.tmdb.org/t/p/original/k6GKOfL97rcCquFzx7A9kfkmNIF.jpg";"https://www.themoviedb.org/tv/106379/season/1/images/posters"
"Game of Thrones";"Show";"Game of Thrones";"TV Shows";"Textless";"false";"false";"https://image.tmdb.org/t/p/original/4KHspQhxzwKV52g1y8fNcqgtro1.jpg";"https://www.themoviedb.org/tv/1399/images/posters"
"Game of Thrones | Season01";"Season";"Game of Thrones";"TV Shows";"Textless";"false";"false";"https://image.tmdb.org/t/p/original/pPhj2M5vEGa6RCroLiroODOCKT5.jpg";"https://www.themoviedb.org/tv/1399/season/1/images/posters"
"Game of Thrones | Season02";"Season";"Game of Thrones";"TV Shows";"Textless";"false";"false";"https://image.tmdb.org/t/p/original/pyvI0M8ih6pwIpUnV2pnEzRNAcD.jpg";"https://www.themoviedb.org/tv/1399/season/2/images/posters"
"Game of Thrones | Season03";"Season";"Game of Thrones";"TV Shows";"Textless";"false";"false";"https://image.tmdb.org/t/p/original/reS3TiZbl5LUfwI05AlkTXkgUhL.jpg";"https://www.themoviedb.org/tv/1399/season/3/images/posters"
"Game of Thrones | Season04";"Season";"Game of Thrones";"TV Shows";"Textless";"false";"false";"https://image.tmdb.org/t/p/original/9EVnDsbf4KYRwtWigE75UPtxe3O.jpg";"https://www.themoviedb.org/tv/1399/season/4/images/posters"
"Game of Thrones | Season05";"Season";"Game of Thrones";"TV Shows";"Textless";"false";"false";"https://image.tmdb.org/t/p/original/dR3GxXEvjZX6zwJ9fB9P77EJ2aK.jpg";"https://www.themoviedb.org/tv/1399/season/5/images/posters"
"Game of Thrones | Season06";"Season";"Game of Thrones";"TV Shows";"Textless";"false";"false";"https://image.tmdb.org/t/p/original/hGw1Wti5dHs6rIYAC5qAmaV3aQ.jpg";"https://www.themoviedb.org/tv/1399/season/6/images/posters"
"Game of Thrones | Season07";"Season";"Game of Thrones";"TV Shows";"Textless";"false";"false";"https://image.tmdb.org/t/p/original/qWSjUZ0ods2UaMPtBMbPwX7S4rY.jpg";"https://www.themoviedb.org/tv/1399/season/7/images/posters"
"Halo";"Show";"Halo";"TV Shows";"Textless";"false";"false";"https://image.tmdb.org/t/p/original/cT6CMiL9BdPeDUN6FyUtIpxKc7b.jpg";"https://www.themoviedb.org/tv/52814/images/posters"
"Halo | Season01";"Season";"Halo";"TV Shows";"Textless";"false";"false";"https://image.tmdb.org/t/p/original/16ytYNWlQBgtMU5cl6vwh9ej9Xz.jpg";"https://www.themoviedb.org/tv/52814/season/1/images/posters"
"Law & Order: Organized Crime";"Show";"Law & Order";"TV Shows";"Textless";"false";"false";"https://image.tmdb.org/t/p/original/4wsIYNGNZwtiX5XeMA6C4346psE.jpg";"https://www.themoviedb.org/tv/106158/images/posters"
"Law & Order: Organized Crime | Season01";"Season";"Law & Order";"TV Shows";"Textless";"false";"false";"https://image.tmdb.org/t/p/original/a6rl7hQ5kqYkiGYpO8k8akxDZnZ.jpg";"https://www.themoviedb.org/tv/106158/season/1/images/posters"
"Law & Order: Organized Crime | Season02";"Season";"Law & Order";"TV Shows";"Textless";"false";"false";"https://image.tmdb.org/t/p/original/iMTGXJAFnJ3TobxZZcNhGbkBFtf.jpg";"https://www.themoviedb.org/tv/106158/season/2/images/posters"
"Law & Order: Organized Crime | Season03";"Season";"Law & Order";"TV Shows";"Textless";"false";"false";"https://image.tmdb.org/t/p/original/qpXUcFJve8dBxdVhJAkfVc2gmD2.jpg";"https://www.themoviedb.org/tv/106158/season/3/images/posters"
"Law & Order: Special Victims Unit";"Show";"Law & Order";"TV Shows";"Textless";"false";"false";"https://image.tmdb.org/t/p/original/u00KOV4uuyySkPlcpoYM6I9ptYd.jpg";"https://www.themoviedb.org/tv/2734/images/posters"
"Law & Order: Special Victims Unit | Season13";"Season";"Law & Order";"TV Shows";"en";"true";"false";"https://image.tmdb.org/t/p/original/noc79PeGMcZw2qCiVbyQV8B6q42.jpg";"https://www.themoviedb.org/tv/2734/season/13/images/posters"
"Lois & Clark: The New Adventures of Superman";"Show";"TV Shows - DC";"TV Shows";"Textless";"false";"false";"https://image.tmdb.org/t/p/original/oDk6xgMJlPMZLBviIFdrdkxL7vo.jpg";"https://www.themoviedb.org/tv/4515/images/posters"
"Lois & Clark: The New Adventures of Superman | Season04";"Season";"TV Shows - DC";"TV Shows";"en";"true";"false";"https://image.tmdb.org/t/p/original/wigXkoU3Y8F13BuIjzzO3wi3y9C.jpg";"https://www.themoviedb.org/tv/4515/season/4/images/posters"
"The Lord of the Rings: The Rings of Power";"Show";"Lord of the Rings - Ring of Power";"TV Shows";"Textless";"false";"false";"https://image.tmdb.org/t/p/original/uTmexoV5OjhZnc1TXv5eQZmgi54.jpg";"https://www.themoviedb.org/tv/84773/images/posters"
"The Lord of the Rings: The Rings of Power | Season01";"Season";"Lord of the Rings - Ring of Power";"TV Shows";"Textless";"false";"false";"https://image.tmdb.org/t/p/original/9K2Y5XUdfh0V1XoxckKGEIAnUMM.jpg";"https://www.themoviedb.org/tv/84773/season/1/images/posters"
"The Lord of the Rings: The Rings of Power | Season02";"Season";"Lord of the Rings - Ring of Power";"TV Shows";"Textless";"false";"false";"https://image.tmdb.org/t/p/original/6huBByPThwG8E9LvzSH6VcD10qs.jpg";"https://www.themoviedb.org/tv/84773/season/2/images/posters"
"Lost";"Show";"Lost";"TV Shows";"Textless";"false";"false";"https://image.tmdb.org/t/p/original/t1sMARHbC3psNKX2FYj3cfzLFjl.jpg";"https://www.themoviedb.org/tv/4607/images/posters"
"Lost | Season01";"Season";"Lost";"TV Shows";"Textless";"false";"false";"https://image.tmdb.org/t/p/original/f7duNAkylHhJcZh67638BiTNWUv.jpg";"https://www.themoviedb.org/tv/4607/season/1/images/posters"
"Lost | Season02";"Season";"Lost";"TV Shows";"Textless";"false";"false";"https://image.tmdb.org/t/p/original/gpsCwdBQsmJJXfeT4teR48loePo.jpg";"https://www.themoviedb.org/tv/4607/season/2/images/posters"
"Lost | Season03";"Season";"Lost";"TV Shows";"Textless";"false";"false";"https://image.tmdb.org/t/p/original/9Db5Lmszlm5bKDCnzU33owBFz7F.jpg";"https://www.themoviedb.org/tv/4607/season/3/images/posters"
"Lost | Season04";"Season";"Lost";"TV Shows";"Textless";"false";"false";"https://image.tmdb.org/t/p/original/7bt1MbsGGpEWnMooC63hNsqTWUd.jpg";"https://www.themoviedb.org/tv/4607/season/4/images/posters"
"Lost | Season05";"Season";"Lost";"TV Shows";"Textless";"false";"false";"https://image.tmdb.org/t/p/original/iNKdrJtiCDaNRbl0PSh9VYkHCE1.jpg";"https://www.themoviedb.org/tv/4607/season/5/images/posters"
"Lost | Season06";"Season";"Lost";"TV Shows";"Textless";"false";"false";"https://image.tmdb.org/t/p/original/mIyi8mBEhVEOrjt3ufbdKElBQo8.jpg";"https://www.themoviedb.org/tv/4607/season/6/images/posters"
"Mr. Robot";"Show";"Mr. Robot";"TV Shows";"Textless";"false";"false";"https://image.tmdb.org/t/p/original/zyZr4Xu9UCvO4WCkdnH5amZhvCL.jpg";"https://www.themoviedb.org/tv/62560/images/posters"
"Mr. Robot | Season01";"Season";"Mr. Robot";"TV Shows";"Textless";"false";"false";"https://image.tmdb.org/t/p/original/40glElTcmdTe5g7gstTaZW7CzJf.jpg";"https://www.themoviedb.org/tv/62560/season/1/images/posters"
"Mr. Robot | Season02";"Season";"Mr. Robot";"TV Shows";"Textless";"false";"false";"https://image.tmdb.org/t/p/original/drNew7N0Aiq4FfX6TOrHfQ2FWzU.jpg";"https://www.themoviedb.org/tv/62560/season/2/images/posters"
"Mr. Robot | Season03";"Season";"Mr. Robot";"TV Shows";"Textless";"false";"false";"https://image.tmdb.org/t/p/original/i4vCCenxu3w9lzM1Lq76yuZmJwi.jpg";"https://www.themoviedb.org/tv/62560/season/3/images/posters"
"Mr. Robot | Season04";"Season";"Mr. Robot";"TV Shows";"Textless";"false";"false";"https://image.tmdb.org/t/p/original/46myMltoItyuUbH5JvDt180QGlN.jpg";"https://www.themoviedb.org/tv/62560/season/4/images/posters"
"ONE PIECE (2023)";"Show";"One Piece (2024)";"TV Shows";"Textless";"false";"false";"https://image.tmdb.org/t/p/original/rZMcfOS1EqFEnpBUpueLtSCjyon.jpg";"https://www.themoviedb.org/tv/111110/images/posters"
"ONE PIECE (2023) | Season01";"Season";"One Piece (2024)";"TV Shows";"en";"true";"false";"https://image.tmdb.org/t/p/original/kzuzfuWJ0uzFkrsNuHHaWsk4G7w.jpg";"https://www.themoviedb.org/tv/111110/season/1/images/posters"
"Paw Patrol";"Show";"Paw Patrol";"TV Shows";"Textless";"false";"false";"https://image.tmdb.org/t/p/original/93ygogs6lZ0gBRyec4Riie5o56r.jpg";"https://www.themoviedb.org/tv/57532/images/posters"
"Paw Patrol | Season08";"Season";"Paw Patrol";"TV Shows";"Textless";"false";"false";"https://image.tmdb.org/t/p/original/5nYgGqSSoWg7lwnUSjDSuTItPlj.jpg";"https://www.themoviedb.org/tv/57532/season/8/images/posters"
"Peaky Blinders";"Show";"Peaky Blinders";"TV Shows";"Textless";"false";"false";"https://image.tmdb.org/t/p/original/8qPdsHxxJU493XbjeYAXStRo7z.jpg";"https://www.themoviedb.org/tv/60574/images/posters"
"Peaky Blinders | Season01";"Season";"Peaky Blinders";"TV Shows";"Textless";"false";"false";"https://image.tmdb.org/t/p/original/yqPDA37zWh2wx1H7aIj7WbW929w.jpg";"https://www.themoviedb.org/tv/60574/season/1/images/posters"
"Peaky Blinders | Season02";"Season";"Peaky Blinders";"TV Shows";"Textless";"false";"false";"https://image.tmdb.org/t/p/original/7lTkDJ1I3VYIBRZfFp5DfFqcyld.jpg";"https://www.themoviedb.org/tv/60574/season/2/images/posters"
"Peaky Blinders | Season03";"Season";"Peaky Blinders";"TV Shows";"Textless";"false";"false";"https://image.tmdb.org/t/p/original/dFZLz3UsZQXGo14FKpyQ4WVgA3m.jpg";"https://www.themoviedb.org/tv/60574/season/3/images/posters"
"Peaky Blinders | Season04";"Season";"Peaky Blinders";"TV Shows";"Textless";"false";"false";"https://image.tmdb.org/t/p/original/acLx9W8z3RmlUqtL4X3nCkBLhnV.jpg";"https://www.themoviedb.org/tv/60574/season/4/images/posters"
"Peaky Blinders | Season05";"Season";"Peaky Blinders";"TV Shows";"Textless";"false";"false";"https://image.tmdb.org/t/p/original/zyI3K1vPWrgLi0uIrT0dYNPF8Zc.jpg";"https://www.themoviedb.org/tv/60574/season/5/images/posters"
"Power Book II: Ghost";"Show";"Power";"TV Shows";"Textless";"false";"false";"https://image.tmdb.org/t/p/original/bGMfb5ugkhOqIcDsIzhfMrJFqov.jpg";"https://www.themoviedb.org/tv/97890/images/posters"
"Power Book II: Ghost | Season01";"Season";"Power";"TV Shows";"en";"true";"false";"https://image.tmdb.org/t/p/original/nDPvBl6dJ5nWi4COMcMNUshpQzf.jpg";"https://www.themoviedb.org/tv/97890/season/1/images/posters"
"Power Book III: Raising Kanan";"Show";"Power";"TV Shows";"Textless";"false";"false";"https://image.tmdb.org/t/p/original/j9xDNw4ZWmatoG6sGtRb5vpUh1D.jpg";"https://www.themoviedb.org/tv/124394/images/posters"
"Power Book III: Raising Kanan | Season01";"Season";"Power";"TV Shows";"Textless";"false";"false";"https://image.tmdb.org/t/p/original/pZ7IaHON9hnu8C0g3zdoWwIsJ9t.jpg";"https://www.themoviedb.org/tv/124394/season/1/images/posters"
"Saved by the Bell";"Show";"Saved By The Bell";"TV Shows";"Textless";"false";"false";"https://image.tmdb.org/t/p/original/k2KtNa4DECocjFDyabuj4kHx0sq.jpg";"https://www.themoviedb.org/tv/4345/images/posters"
"Saved by the Bell | Season01";"Season";"Saved By The Bell";"TV Shows";"en";"true";"false";"https://image.tmdb.org/t/p/original/k4v13WV4Hn8bn7aRdHpADh6cCEx.jpg";"https://www.themoviedb.org/tv/4345/season/1/images/posters"
"Saved by the Bell | Season02";"Season";"Saved By The Bell";"TV Shows";"en";"true";"false";"https://image.tmdb.org/t/p/original/i5aerDCVTEKf4aoAeLshNH1huCL.jpg";"https://www.themoviedb.org/tv/4345/season/2/images/posters"
"Saved by the Bell | Season03";"Season";"Saved By The Bell";"TV Shows";"en";"true";"false";"https://image.tmdb.org/t/p/original/gQJA6pRzqI68VhOZ3w5l8QwMqel.jpg";"https://www.themoviedb.org/tv/4345/season/3/images/posters"
"Saved by the Bell | Season04";"Season";"Saved By The Bell";"TV Shows";"en";"true";"false";"https://image.tmdb.org/t/p/original/vwmaSppChbIql9O70CQl7soVtqJ.jpg";"https://www.themoviedb.org/tv/4345/season/4/images/posters"
"Severance";"Show";"Severance";"TV Shows";"Textless";"false";"false";"https://image.tmdb.org/t/p/original/hntBJjqbv4m0Iyniqaztv9xaudI.jpg";"https://www.themoviedb.org/tv/95396/images/posters"
"Severance | Season01";"Season";"Severance";"TV Shows";"Textless";"false";"false";"https://image.tmdb.org/t/p/original/hntBJjqbv4m0Iyniqaztv9xaudI.jpg";"https://www.themoviedb.org/tv/95396/season/1/images/posters"
"The Shrink Next Door";"Show";"Shrink Next Door";"TV Shows";"Textless";"true";"false";"https://artworks.thetvdb.com/banners/v4/series/381206/posters/60cb902362dc1.jpg";"https://www.themoviedb.org/tv/102540/images/posters"
"The Shrink Next Door | Season01";"Season";"Shrink Next Door";"TV Shows";"de";"true";"false";"https://image.tmdb.org/t/p/original/hfk6qPxOaP1p9cxH52TSpYdmnQh.jpg";"https://www.themoviedb.org/tv/102540/season/1/images/posters"
"Silicon Valley";"Show";"Silicon Valley";"TV Shows";"Textless";"false";"false";"https://image.tmdb.org/t/p/original/a1pZxJ5R6upO115pFzhtPwgCtzr.jpg";"https://www.themoviedb.org/tv/60573/images/posters"
"Silicon Valley | Season01";"Season";"Silicon Valley";"TV Shows";"Textless";"false";"false";"https://image.tmdb.org/t/p/original/lroxKVW5CE0pQ5He0trOoLJk2QS.jpg";"https://www.themoviedb.org/tv/60573/season/1/images/posters"
"Silicon Valley | Season02";"Season";"Silicon Valley";"TV Shows";"Textless";"false";"false";"https://image.tmdb.org/t/p/original/f1QdmmrRnehIyKCEXMmDY5eqiwR.jpg";"https://www.themoviedb.org/tv/60573/season/2/images/posters"
